Area,Acceso.a.electricidad,Formulario,Analfabetismo.mujeres,Acceso.servicios.de.salud,Departamento,Municipio,Código_lugar,Calidad.de.alimentos,Cantidad.de.alimentos,Animales.traspatio,Alcoholismo,Inseguridad.alimentaria,Arrendamiento,Comida.chatarra,Compra.de.alimentos,Costos.de.producción,Gastos.en.salud,Tamaño.de.las.familias,Disponibilidad.de.agua,Enfermedades.infantiles,Espacio.familiar,Gastos.en.alimentos,Ingresos.agrícolas,Tasa.interés,Deudas,Interés,Venta.de.terrenos,Calidad.de.vida,Porcentaje.tierras.producción.comercial,Tierra.del.hogar,Tenencia.de.tierra,Rendimiento,Producción.comercial,Producción.autoconsumo,Programas.sociales,Asistencia.financiera,Ingresos.de.salario,Ingresos,Dependencia.económica.en.el.hombre,Demanda.empleos,Demanda.empleos.no.calificados,Demanda.empleos.calificados,Porcen.demanda.empleos.calificados,MUniDept,MuniDept,Tierra.a.producción.económica,Tierra.a.producción.autoconsumo,Educación,Lugares.para.excretos,Tiendas.y.comercios.mujeres,Auto.estima,Asistencia.escolar,Atraso.escolar,Educación.sexual,Espacamiento.de.los.embarazos,Lactancia,Optimismo.para.la.vida,Planificación.familiar,Repetición.escolar,Empleos,Empleos.calificados,Empleos.no.calificados,Trabajos.mujeres,Trabajo.infantil,Cuidados.niños,Desempleo,Marginación,Participación.social.mujeres,Cuidados.especiales,Salario.empleos.no.calificados,Salario.empleos.calificados,Precios.alimentos,Precios.agrícolas,Riqueza.familiar,Gastos.no.priorizados,Gastos,Inversiones.agrícolas,Costos.insumos,Fracción.tierras.a.hortalizas,Producción.milpa,Costumbre.de.consumo,Uso.de.orgánico
1,1,10326,2,0,5,7,0507,2.481336791,46370.73,0,0,4,0,0.005583263,140462.5776,NA,0,8,0,NA,0.25,702.25,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,9,175,0,0,NA,0,0,0,NA,NA,507,NA,NA,NA,4,0,0,2,2.333333333,1,3.3,NA,1,1,3.333333333,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.496456854,NA,350,0,702.25,0,0,NA,0,0,0
1,1,10339,1,NA,5,7,0507,1.712949263,43278.76,0,0,2,0,0.004921583,152348.864,NA,0,6,0,NA,0.333333333,853.6666667,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,1478,1478,0,21,0,21,100,NA,507,NA,NA,4,2,1478,0,2,-1,1.25,5.5,NA,1,0.333333333,1,91,21,0,21,0.75,NA,NA,0,NA,0,0,0,0.039825739,NA,3000,40,893.6666667,0,0,NA,0,0,0
1,1,10336,1,1,5,7,0507,1.589893049,37100.58,0,0,2,0,0.010610616,156990.9622,NA,0,4,0,NA,0.5,1036.5,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,4,0,2500,2500,0.32,28,0,28,100,NA,507,NA,NA,3,4,0,0,2,-0.5,1,8,NA,1,1,1,121.3333333,28,0,0,0,NA,NA,0,NA,0,0,0,0.652625347,NA,1750,40,1076.5,0,0,NA,0,0,0
1,1,10338,2,1,5,7,0507,1.302413176,44231.09,0,0,2,0,0.001944334,106672.4292,NA,130,5,0,0,0.4,491,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,0,0,NA,0,0,0,NA,NA,507,NA,NA,2,2,0,NA,2,2,1,3.5,0,NA,1,1,0,0,0,0,0,1,NA,0,NA,0,0,0,0.053497024,NA,650,0,621,0,0,NA,0,0,0
1,1,10331,2,0,5,7,0507,1.472923127,32595.09,0,0,2,0,0.003926972,68386.2186,NA,0,2,0,NA,1,305,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,1900,1900,1,0,0,0,NA,NA,507,NA,NA,NA,4,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0.969664823,NA,725,0,305,0,0,NA,0,0,0
1,1,10337,2,1,5,7,0507,1.38204874,24903.16,45,60,3,0,0.01911404,219426.9084,NA,0,5,0,NA,0.4,895.5,-26.75,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,2000,1973.25,1,84,0,84,100,NA,507,NA,NA,3,2,0,0,2,1,1,6.5,NA,1,1,1,364,84,0,0,0,NA,NA,0,NA,0,Inf,23.80952381,0.493483765,NA,2075,49,944.5,0,0,NA,0,0,0
1,1,10305,NA,NA,5,7,0507,3.594672671,9221.64,0,0,2,0,0.000975965,67822.6031,NA,0,1,0,NA,8,528,NA,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,NA,507,NA,NA,3,2,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0.597868761,NA,225,40,568,0,0,NA,0,0,0
1,1,10302,2,NA,5,7,0507,1.671164858,22159.36,0,0,2,0,0.007039915,139696.4459,NA,0,5,0,2,0.4,573,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,2750,2750,1,56,0,56,100,NA,507,NA,NA,1,2,0,0,2,NA,1,2.428571429,14,1,1,NA,242.6666667,56,0,0,0,1,NA,0,NA,0,0,0,0.438936655,NA,875,0,573,0,0,NA,0,0,0
1,1,10303,1,NA,5,7,0507,1.784553442,31472.06,0,0,2,0,0.004956778,146536.8473,NA,0,7,0,2,0.285714286,969,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,1300,1300,0,0,0,0,NA,NA,507,NA,NA,4,2,1300,0,2,0.666666667,1,4.333333333,12,1,0.5,2,0,0,0,0,2,1,NA,0,NA,0,0,0,0.08018099,NA,800,0,969,0,0,NA,0,0,0
1,1,10329,1,NA,5,7,0507,2.220535599,19632.64,0,0,2,0,0.005399172,90610.403,NA,0,3,0,2,0.666666667,719,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,5400,5400,1,56,0,56,100,NA,507,NA,NA,9,2,0,0,2,NA,1,12,24,1,1,NA,242.6666667,56,0,0,0,1,NA,0,NA,0,0,0,0.065303163,NA,525,100,819,0,0,NA,0,0,0
1,1,12067,1,NA,5,7,0507,1.854034779,26417.1,0,0,2,0,0.019532803,145258.0585,NA,0,3,0,NA,2.333333333,859.5,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,4000,4000,0,0,0,0,NA,NA,507,NA,NA,6.5,3,0,0,2,-1,1,NA,NA,1,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.71460449,NA,3400,0,859.5,0,0,NA,0,0,0
1,1,12064,1,1,5,7,0507,1.675024751,15076.43,0,0,2,0,0.009286018,91582.296,NA,0,2,0,NA,3.5,507,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,1450,1450,0,0,0,0,NA,NA,507,NA,NA,6,2,1150,NA,2,NA,1,22,NA,NA,1,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.035150939,NA,1475,40,547,0,0,NA,0,0,0
1,1,10304,1.333333333,NA,5,7,0507,1.386156087,32624.88,41,0,3,0,0.004413809,174401.0008,NA,0,5,0,NA,1.4,977.3333333,-8.333333333,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,2875,2866.666667,0.52173913,0,0,0,NA,NA,507,NA,NA,3.333333333,2,775,0,2,NA,1,18,NA,1,0,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.799673972,NA,4925,40,1017.333333,0,0,NA,0,0,0
1,1,12065,1,NA,5,7,0507,1.918385625,37297.24,0,0,3,0,0.004665225,155344.8706,NA,0,7,0,2,1,870.5,0,NA,5000,230,NA,0,NA,0,0,NA,0,0,1,125,8600,8600,1,0,0,0,NA,NA,507,NA,NA,3.666666667,2,0,0,2,NA,1,5.5,15,1,0.5,NA,0,0,0,0,0,1,NA,0,NA,0,0,0,0.691368256,NA,1375,0,1100.5,0,0,NA,0,0,0
1,1,10330,1.333333333,NA,5,7,0507,1.664880063,10960.94,0,0,2,0,0.000273699,203617.5142,NA,0,7,0,NA,1.142857143,859.5,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,8400,8400,0.535714286,84,0,84,100,NA,507,NA,NA,11,2,3600,0.5,1.6,0,1,5.142857143,NA,1,0.5,1,364,84,0,84,6.5,NA,NA,0,NA,0,Inf,7.142857143,0.101522397,NA,11950,600,1459.5,0,0,NA,0,0,0
1,1,10320,1.5,NA,5,7,0507,1.382067734,92651.88,0,0,2,0,0.002320514,188740.9786,NA,8,12,0,1.666666667,0.666666667,1205.284091,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,6,650,5500,5500,0.636363636,30,30,0,0,NA,507,NA,NA,5.25,2,0,0,2,-1,1.25,6.583333333,7,0.75,1,1,0,0,0,0,0,1,30,0,NA,0,0,0,0.037063564,NA,725,200,1413.284091,0,0,NA,0,0,0
1,1,12066,1,0,5,7,0507,3.241916406,32505.98,0,0,2,0,0.006490806,197377.038,NA,0,8,0,NA,1,1297,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,6675,6675,0.404494382,70,70,0,0,NA,507,NA,NA,5.4,2,2075,0,2,2,1,6.75,NA,1,0.5,1,303.3333333,0,70,0,3.333333333,NA,NA,0,NA,0,11.42857143,Inf,0.683249704,NA,1000,200,1497,0,0,NA,0,0,0
2,1,11840,1,NA,5,7,0507,1.574970479,14794.22,0,0,2,0,0.010070825,100728.1216,NA,0,3,0,1,2.333333333,581.8333333,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,2200,2200,1,0,0,0,NA,NA,507,NA,NA,6,2,0,0,2,NA,1,9,24,1,0,NA,0,0,0,0,0,1,NA,0,NA,0,0,0,0.564285917,NA,7155,200,781.8333333,0,0,NA,0,0,0
2,1,10324,1,NA,5,7,0507,2.156707395,28229.82,7,0,1,200,0.026886463,168701.5792,3900,0,2,0,NA,1,1086.484848,-191.4166667,NA,0,0,NA,0,1,2,2,NA,0,0,0,0,3376,3184.583333,0.918246445,0,0,0,NA,NA,507,2,0,9,2,276,NA,2,NA,1,9.75,NA,NA,1,NA,0,0,0,0,NA,NA,NA,1,0.5,0,0,0,0.517438073,40,34295,400,5386.484848,NA,2500,Inf,0,0,0.72
2,1,10323,1,NA,5,7,0507,1.812137345,20493.38,0,60,2,0,0.044160602,131418.7014,NA,0,2,0,NA,1,781.3333333,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,1800,1800,1,0,0,0,NA,NA,507,NA,NA,3,4,0,NA,2,NA,1,25,NA,NA,1,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0.098398476,NA,1100,145,926.3333333,0,0,NA,0,0,0
2,1,10301,1,NA,5,7,0507,1.827133154,33710.78,0,0,4,0,0.007653338,226115.5772,NA,0,2,0,NA,1,1157.575758,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,1100,1100,0.454545455,98,0,98,100,NA,507,NA,NA,5.5,2,0,0,2,2,1,15.5,NA,1,0,1,424.6666667,98,0,98,NA,NA,NA,0,NA,0,Inf,6.12244898,0.973545962,NA,0,192,1349.575758,0,0,NA,0,0,0
2,1,11821,1,NA,5,7,0507,2.244124839,35715.26,0,0,2,0,0.02125142,175659.4784,NA,0,7,0,0.5,0.285714286,1246,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,5900,5900,0.330508475,0,0,0,NA,NA,507,NA,NA,5,2,0,0,2,NA,1.333333333,8.375,12,1,1,NA,0,0,0,0,0,1,NA,0,NA,1,0,0,0.105481792,NA,3525,200,1446,0,0,NA,0,0,0
2,1,11823,2,NA,5,7,0507,1.608585954,27515.87,0,0,3,0,0.049971162,106351.2329,NA,0,3,0,NA,0.666666667,652,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,0,0,NA,0,0,0,NA,NA,507,NA,NA,2,2,0,NA,2,1,2,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.290485754,NA,1075,48,700,0,0,NA,0,0,0
2,1,11847,1,NA,5,7,0507,1.760634808,25301.42,0,0,3,0,0.000355711,114402.9488,NA,0,3,0,NA,0.666666667,658.3333333,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,3770,3770,0.557029178,0,0,0,NA,NA,507,NA,NA,4,5,0,0,2,-1,1.5,8.75,NA,1,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.076824315,NA,2100,80,738.3333333,0,0,NA,0,0,0
2,1,11822,1,NA,5,7,0507,2.266936994,20410.37,0,0,3,0,0.029396821,86191.4275,NA,0,3,0,1,2.333333333,617.5,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,2,0,1880,1880,1,0,0,0,NA,NA,507,NA,NA,5.5,2,0,0,2,NA,1,16,24,1,1,NA,0,0,0,0,0,1,NA,0.5,1,0,0,0,0.073845191,NA,12075,200,817.5,0,0,NA,0,0,0
2,1,11850,2,NA,5,7,0507,1.508374332,19878.01,0,400,3,0,0.005181605,92975.0339,NA,0,3,0,2,0.666666667,684,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,2000,2000,1,0,0,0,NA,NA,507,NA,NA,5,4,0,0,2,NA,1,7,0,0.5,1,NA,0,0,0,0,0,1,NA,0,NA,0,0,0,0.6185992,NA,0,113.3333333,797.3333333,0,0,NA,0,0,0
2,1,11848,1,NA,5,7,0507,1.697836236,21473.75,0,100,3,0,0.01997788,86464.4578,NA,0,3,0,2,0.666666667,509.9333333,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,1,0,1600,1600,1,0,0,0,NA,NA,507,NA,NA,5,5,0,0,2,NA,1,15,12,1,1,NA,0,0,0,0,0,1,NA,0,NA,0,0,0,0.068753911,NA,2425,48.33333333,558.2666667,0,0,NA,0,0,0
2,1,11849,1,NA,5,7,0507,1.449138253,41814.01,24,90,3,0,0.000191323,149638.0035,NA,0,4,0,NA,0.5,921.5333333,9.75,NA,0,0,NA,-1,NA,0,0,NA,0,0,3,100,1710,1719.75,1,0,0,0,NA,NA,507,NA,NA,5.5,5,0,0,2,1,1.5,NA,NA,1,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.064727269,NA,1715,7.5,929.0333333,0,0,NA,0,0,0
2,2,11825,1,NA,5,7,0507,1.878698398,5369.58,0,100,4,0,0.068720459,145897.2036,NA,0,10,0,1,0.7,794.3333333,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,10,150,3720,3720,0.5,0,0,0,NA,NA,507,NA,NA,2,4,0,0,2,1.666666667,1.333333333,3.866666667,15.33333333,1,0.5,1.333333333,0,0,0,0,0,1,NA,0,NA,0,0,0,0.048530975,NA,1700,48.33333333,842.6666667,0,0,NA,0,0,0
2,1,11824,1.5,NA,5,7,0507,1.879126726,23860.95,0,0,4,0,0.007334159,131816.4011,NA,100,5,0,1,1.4,752.8333333,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,2,0,5294,5294,0.377786173,48,48,0,0,NA,507,NA,NA,2.5,2,0,0,2,-1,1.666666667,8.833333333,17,1,1,1,0,0,0,0,0,1,48,0,NA,0,0,0,0.067029115,NA,2900,80,932.8333333,0,0,NA,0,0,0
2,1,11844,2,NA,5,7,0507,1.518107843,32206.5,0,0,2,0,0.000155248,150880.6249,NA,0,5,0,2,1.6,668.7727273,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,1905,1905,1,0,0,0,NA,NA,507,NA,NA,NA,4,0,NA,2,NA,1,6.666666667,26,NA,1,NA,0,0,0,0,0,1,NA,0,NA,0,0,0,0.653988652,NA,12275,80,748.7727273,0,0,NA,0,0,0
2,1,11813,1,NA,5,7,0507,2.338640071,23210.63,0,0,4,0,0.006247138,100152.7571,NA,0,5,0,NA,1.4,1127.1,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,6580,6580,0.720364742,0,0,0,NA,NA,507,NA,NA,5,4,0,0,2,-2,1,15.5,NA,1,1,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.450730348,NA,11910,80,1207.1,0,0,NA,0,0,0
2,1,7139,1.5,0,5,8,0508,1.742932759,32674.96,0,0,2,0,0.002784701,66130.5654,NA,25,4,0,1,1.75,499.5,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,2120,2120,1,20,20,0,0,NA,508,NA,NA,5,2,0,0,2,NA,1,9,1,1,0,NA,0,0,0,0,0,1,20,0,NA,0,0,0,0.06122658,NA,1175,100,624.5,0,0,NA,0,0,0
2,1,7132,NA,NA,5,8,0508,1.568932281,379.98,0,0,3,0,0.587136165,12711.716,NA,0,1,0,NA,7,87.5,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,1920,1920,1,10,0,10,100,NA,508,NA,NA,6,1,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,10,0,NA,0,0,0,0.043494707,NA,100,0,87.5,0,0,NA,0,0,0
2,1,7135,1,NA,5,8,0508,3.650539849,18481.31,0,0,2,0,0.000108217,133106.9269,NA,300,4,0,1,1.75,854.5833333,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,2500,2500,1,2,0,0,NA,NA,508,NA,NA,11,2,0,0,2,NA,1,4,13.5,1,0,NA,0,0,0,0,0,1,2,0.5,0,1,0,0,0.095190526,NA,9750,100,1254.583333,0,0,NA,0,0,0
2,2,7140,1,0,5,8,0508,2.552778367,22673.32,0,0,3,0,0.004234051,81911.5265,NA,310,4,0,0,1.75,641.5,0,NA,0,0,NA,0,NA,0,0,NA,0,0,1,25,3100,3100,1,30,0,30,100,NA,508,NA,NA,6,2,0,NA,2,-3,1,12,12,NA,1,1,0,0,0,0,0,1,30,0,NA,1,0,0,0.038313723,NA,28605,200,1151.5,0,0,NA,0,0,0
2,1,7129,1,NA,5,8,0508,1.489643917,7391.49,0,0,3,0,0.013529072,9329.9056,NA,0,3,0,NA,2.333333333,36,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,175,1900,1900,1,0,0,0,NA,NA,508,NA,NA,6,2,0,NA,2,-2,1,14,NA,NA,1,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.113938085,NA,4800,0,36,0,0,NA,0,0,0
2,1,7144,1,NA,5,8,0508,1.740179903,16888.24,0,0,4,0,0.035882958,114222.036,NA,0,5,0,2,1.4,680.5,0,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,0,1930,1930,1,0,0,0,NA,NA,508,NA,NA,9,2,0,0,2,NA,1,9.5,22,0.666666667,0.5,NA,0,0,0,0,0,1,NA,0,NA,0,0,0,0.03349699,NA,625,40,720.5,0,0,NA,0,0,0
2,1,7138,1,0,5,8,0508,1.203069118,40588.9,0,0,3,0,0.006307143,260210.1706,NA,140,7,0,0,1,931,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,NA,508,NA,NA,5.5,2,0,0,2,0,1,4.6,12,1,0,1,0,0,0,0,0,1,NA,0,NA,1,0,0,0.742689751,NA,1275,200,1271,0,0,NA,0,0,0
2,1,7142,1,NA,5,8,0508,1.583177484,31681.89,0,0,4,0,0.004850089,192709.8711,NA,0,6,0,1.5,1.166666667,979.75,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,1930,1930,1,70,70,0,0,NA,508,NA,NA,8,2,0,0,2,NA,1.333333333,9,14,0.666666667,1,NA,303.3333333,0,70,0,0,1,NA,0,NA,0,27.57142857,Inf,0.621033253,NA,1480,40,1019.75,0,0,NA,0,0,0
2,1,7133,1,1,5,8,0508,1.312201819,79737,0,0,4,0,0.002934648,218447.3889,NA,0,7,0,NA,1,808.5,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,2600,2600,1,10,10,0,0,NA,508,NA,NA,4.333333333,2,0,0,2,-0.25,1.333333333,4.857142857,NA,1,0.5,1,0,0,0,0,0,NA,10,0.571428571,0.5,0,0,0,0.108605196,NA,3550,0,808.5,0,0,NA,0,0,0
2,1,7141,1.666666667,0,5,8,0508,1.605541345,40841.55,0,0,3,0,0.006194672,83256.5108,NA,0,6,0,NA,1.166666667,509.6666667,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,4570,4570,1,90,62,28,50,NA,508,NA,NA,2.666666667,1,0,0,2,NA,1,NA,NA,1,0,NA,182,0,42,0,NA,NA,24,0,NA,0,0,0,0.153432348,NA,1740,100,609.6666667,0,0,NA,0,0,0
2,1,7134,1.333333333,NA,5,8,0508,1.219779474,45590.43,20,0,2,0,0.015266362,211087.669,NA,0,6,0,NA,1.166666667,649.5,17.16666667,NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,2270,2287.166667,0.77092511,70,0,0,NA,NA,508,NA,NA,6,2,0,0,2,-2,1,10.5,NA,1,0,1,303.3333333,0,70,0,0,NA,NA,0,NA,0,0,0,0.071259667,NA,3075,0,649.5,0,0,NA,0,0,0
2,1,7137,2,0,5,8,0508,1.306759666,38890.62,0,28,4,0,0.006428285,282364.3055,NA,0,7,0,NA,1.142857143,1026.833333,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,3860,3860,1,0,0,0,NA,NA,508,NA,NA,6.25,2,0,0,1.8,-0.5,1,5.5,NA,1,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.136058772,NA,675,2.333333333,1029.166667,0,0,NA,0,0,0
2,1,16163,1.5,NA,5,8,0508,1.210816945,57949.3,0,0,4,0,0.004336894,285592.9415,NA,0,6,0,NA,0.333333333,829,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,7,100,2548,2548,0.642857143,84,84,0,0,NA,508,NA,NA,NA,1,0,0,2,-0.25,1.333333333,4.2,NA,1,0.5,1,364,0,84,0,0,NA,NA,0,NA,0,19.5,Inf,0.923998485,NA,1575,40,869,0,0,NA,0,0,0
2,1,16164,1,NA,5,8,0508,1.186010593,36652.45,0,0,4,0,0.013641653,185609.148,NA,0,6,0,NA,0.333333333,575,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,7,150,4000,4000,0.5,84,84,0,0,NA,508,NA,NA,NA,1,0,0,2,-0.75,1.666666667,5.75,NA,1,0,1,364,0,84,0,0,NA,NA,0,NA,0,23.80952381,Inf,0.17879056,NA,10925,40,615,0,0,NA,0,0,0
2,1,16171,1.5,NA,5,8,0508,1.604045279,44794.56,0,0,3,0,0.013556557,235946.965,1660,0,5,0,NA,0.4,900.1333333,86.66666667,NA,4000,2000,NA,-1,0,1,1,10,0,10,1,125,5440,5526.666667,0.955882353,49,34,15,33.33333333,NA,508,0,1,3,4,240,0,2,NA,2,NA,NA,1,NA,NA,0,0,0,0,0,NA,16.33333333,0,NA,0,0,0,0.121396839,NA,2725,176,4736.133333,NA,640,Inf,10,1,0.234375
2,1,16191,1,NA,5,8,0508,1.500957868,29660.35,0,0,3,0,0.013823168,95466.5558,NA,0,3,0,NA,2.333333333,511.0833333,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,3,75,2000,2000,1,0,0,0,NA,NA,508,NA,NA,3.5,4,0,0,2,NA,2,8.5,NA,1,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.127555951,NA,1225,0,511.0833333,0,0,NA,0,0,0
2,1,16165,2,NA,5,8,0508,1.229232847,8903.59,0,0,3,0,0,75785.3234,NA,0,1,0,NA,2,291.5,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,NA,508,NA,NA,NA,4,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0.060798193,NA,125,40,331.5,0,0,NA,0,0,0
2,1,16167,1,NA,5,8,0508,2.143395497,10037.05,0,0,4,0,0,98569.0078,NA,0,3,0,2,0.666666667,533,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,1900,1900,1,0,0,0,NA,NA,508,NA,NA,7.5,4,0,0,2,NA,1,12,15,0.5,1,NA,0,0,0,0,0,1,NA,0,NA,0,0,0,0.030867412,NA,1975,100,633,0,0,NA,0,0,0
2,1,16166,1,NA,5,8,0508,2.586720992,7482.71,0,0,4,0,0.00016037,40120.667,NA,0,2,0,NA,4,302.6,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,0,0,NA,0,0,0,NA,NA,508,NA,NA,2,4,0,NA,2,-1,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.619089755,NA,575,0,302.6,0,0,NA,0,0,0
2,1,7128,1.5,0,5,8,0508,1.181049872,32678.85,0,0,4,0,0.011108102,135135.5856,NA,15,8,0,0,0.875,447,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,5,25,6300,6300,0.714285714,58,28,30,50,NA,508,NA,NA,5,2,0,0,2,-0.666666667,1.5,8,18,1,0,1,0,0,0,0,0,0,29,0,NA,0,0,0,0.094759489,NA,565,100,562,0,0,NA,0,0,0
2,1,7127,1,0,5,8,0508,1.310645442,25828.71,0,0,3,0,0.009911451,158014.9195,NA,0,5,0,NA,1.4,577,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,1800,1800,1,25,25,0,0,NA,508,NA,NA,3.5,3,0,0,2,-0.333333333,1,6,NA,1,0.333333333,1,0,0,0,0,0,NA,25,0,NA,0,0,0,0.714549221,NA,785,200,777,0,0,NA,0,0,0
2,1,16172,1,NA,5,8,0508,2.055641014,31276.29,0,0,3,0,0.004891885,124423.5882,NA,0,3,0,NA,2.333333333,827.2666667,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,3800,3800,1,0,0,0,NA,NA,508,NA,NA,4.666666667,4,0,0,2,NA,1,16.5,NA,1,1,NA,0,0,0,0,NA,NA,NA,1,0.333333333,0,0,0,0.087167905,NA,18000,40,867.2666667,0,0,NA,0,0,0
2,1,16168,1.333333333,0,5,8,0508,1.231345152,75581.15,0,0,4,0,0.002421239,63585.0708,NA,40,10,0,0,0.8,442,0,NA,3000,336,NA,-1,NA,0,0,NA,0,0,1,25,5270,5270,1,126,86,40,25,NA,508,NA,NA,7.75,4,0,0,2,0.5,1,6.5,17,1,0.5,1,0,0,0,0,0,1,31.5,0,NA,0,0,0,0.872755216,NA,2780,120,938,0,0,NA,0,0,0
2,1,16161,1,NA,5,8,0508,1.185381415,36175.01,5,0,2,0,0.034554241,167305.5136,NA,0,6,0,2,1.333333333,419.75,5242.166667,NA,0,0,NA,-1,NA,0,0,NA,0,0,4,0,5992,11234.16667,1,84,0,84,100,NA,508,NA,NA,3.5,4,0,0,2,2,1,6.333333333,0,1,0,3,364,84,0,84,1,1,NA,0,NA,0,0,0,1.042910133,NA,21100,100,519.75,0,0,NA,0,0,0
2,1,7126,1,0,5,8,0508,1.438734266,24119,0,0,2,0,0.015699656,55194.9052,NA,0,4,0,NA,2.25,298,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,0,11114,11114,0.190750405,56,0,56,100,NA,508,NA,NA,9,2,2812,NA,2,NA,1,NA,NA,NA,1,NA,242.6666667,56,0,56,NA,NA,NA,0,NA,0,0,0,0.092867658,NA,46300,200,498,0,0,NA,0,0,0
1,1,5450,1,NA,5,9,0509,4.058192194,11831.14,0,0,2,0,0.026824127,82470.5158,NA,0,4,0,2,1.75,805.3333333,0,NA,0,0,NA,1,NA,0,0,NA,0,0,2,0,4800,4800,1,0,0,0,NA,NA,509,NA,NA,9,3,0,0,2,-1,1,10,18,1,1,1,0,0,0,0,0,1,NA,0,NA,0,0,0,0.626712818,NA,19180,100,905.3333333,0,0,NA,0,0,0
1,1,5417,2,0,5,9,0509,1.948859279,22267.64,0,0,3,0,0.01284375,173612.4889,NA,0,5,0,NA,0.4,953,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,3420,3420,0.877192982,0,0,0,NA,NA,509,NA,NA,2,1,420,NA,2,2,1,4,NA,NA,1,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.552094449,NA,5950,100,1053,0,0,NA,0,0,0
