Area,Acceso.a.electricidad,Formulario,Analfabetismo.mujeres,Acceso.servicios.de.salud,Departamento,Municipio,Código_lugar,Calidad.de.alimentos,Cantidad.de.alimentos,Animales.traspatio,Alcoholismo,Inseguridad.alimentaria,Arrendamiento,Comida.chatarra,Compra.de.alimentos,Costos.de.producción,Gastos.en.salud,Tamaño.de.las.familias,Disponibilidad.de.agua,Enfermedades.infantiles,Espacio.familiar,Gastos.en.alimentos,Ingresos.agrícolas,Tasa.interés,Deudas,Interés,Venta.de.terrenos,Calidad.de.vida,Porcentaje.tierras.producción.comercial,Tierra.del.hogar,Tenencia.de.tierra,Rendimiento,Producción.comercial,Producción.autoconsumo,Programas.sociales,Asistencia.financiera,Ingresos.de.salario,Ingresos,Dependencia.económica.en.el.hombre,Demanda.empleos,Demanda.empleos.no.calificados,Demanda.empleos.calificados,Porcen.demanda.empleos.calificados,MUniDept,MuniDept,Tierra.a.producción.económica,Tierra.a.producción.autoconsumo,Educación,Lugares.para.excretos,Tiendas.y.comercios.mujeres,Auto.estima,Asistencia.escolar,Atraso.escolar,Educación.sexual,Espacamiento.de.los.embarazos,Lactancia,Optimismo.para.la.vida,Planificación.familiar,Repetición.escolar,Empleos,Empleos.calificados,Empleos.no.calificados,Trabajos.mujeres,Trabajo.infantil,Cuidados.niños,Desempleo,Marginación,Participación.social.mujeres,Cuidados.especiales,Salario.empleos.no.calificados,Salario.empleos.calificados,Precios.alimentos,Precios.agrícolas,Riqueza.familiar,Gastos.no.priorizados,Gastos,Inversiones.agrícolas,Costos.insumos,Fracción.tierras.a.hortalizas,Producción.milpa,Costumbre.de.consumo,Uso.de.orgánico
1,2,12798,1,NA,11,7,1107,3.273762087,25408.41,0,30,3,0,0.029517786,114816.9633,NA,0,5,0,NA,0.4,776,0,NA,1500,172,NA,-1,NA,0,0,NA,0,0,7,175,3060,3060,0.607843137,76,0,76,100,NA,1107,NA,NA,3,5,0,NA,2,0,1,6.666666667,NA,NA,1,1,303.3333333,70,0,70,0,NA,6,0.25,0,0,Inf,17.14285714,0.921135754,NA,1450,42.5,990.5,0,0,NA,0,0,0
1,1,12664,1,NA,11,7,1107,1.382144035,34308.11,0,0,2,0,0.021919016,133390.5389,NA,0,5,0,2,0.4,590.5,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,4,0,4400,4400,0.409090909,0,0,0,NA,NA,1107,NA,NA,7.5,1,2600,NA,2,-1,1,7,18,NA,1,1,0,0,0,0,0,1,NA,0,NA,0,0,0,0.026920294,NA,3910,40,630.5,0,0,NA,0,0,0
1,1,12663,1,NA,11,7,1107,1.440600327,29912.69,0,0,2,0,0.084445765,134346.4175,NA,100,4,0,1,0.5,707.8571429,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,3,25,1600,1600,0,0,0,0,NA,NA,1107,NA,NA,3,1,0,NA,2,-1,1,11,12,NA,1,1,0,0,0,0,0,1,NA,0,NA,0,0,0,0.068800083,NA,580,80,887.8571429,0,0,NA,0,0,0
1,1,14443,1,NA,11,7,1107,1.797477445,18542.39,0,0,4,0,0.016394866,94570.6849,NA,2,3,0,1,0.666666667,656.6,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,1900,1900,1,0,0,0,NA,NA,1107,NA,NA,7,1,0,0,2,NA,1,7,12,1,1,NA,0,0,0,0,0,1,NA,0,NA,0,0,0,0.045999647,NA,11350,40,698.6,0,0,NA,0,0,0
1,1,12662,NA,NA,11,7,1107,1.34807346,26618.16,0,0,2,0,3.76E-05,59887.3,NA,0,2,0,NA,1,188,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,500,500,1,42,0,42,100,NA,1107,NA,NA,NA,1,0,NA,2,NA,NA,NA,NA,NA,NA,NA,182,42,0,0,NA,NA,NA,0,NA,0,Inf,11.9047619,1.729864579,NA,100,40,228,0,0,NA,0,0,0
1,1,8652,1,0,11,7,1107,1.644027948,29868.81,0,0,4,0,0.024398361,102870.4953,NA,12,5,0,1,1.4,551.6,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,1,100,1400,1400,1,70,70,0,0,NA,1107,NA,NA,8,1,0,0,2,NA,1.5,8,12,1,1,NA,242.6666667,0,56,0,0,1,14,0,NA,1,0,0,0.089538053,NA,1520,0,563.6,0,0,NA,0,0,0
1,1,14444,1,NA,11,7,1107,2.042724097,30873.38,0,0,2,0,0.016259962,119524.7772,NA,0,5,0,NA,1.4,626,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,1,100,840,840,1,0,0,0,NA,NA,1107,NA,NA,9,1,0,0,2,-1.5,1,6.75,NA,1,1,1,0,0,0,0,0,NA,NA,0.25,1,0,0,0,0.064438933,NA,6350,40,666,0,0,NA,0,0,0
2,1,12862,2,NA,11,7,1107,1.641305691,29874.71,30,0,2,0,0.000133893,96507.8506,2420,25,9,0,1,0.222222222,934.8181818,179.1666667,NA,0,0,NA,0,0,3,0,9.333333333,0,28,2,100,4320,4499.166667,1,42,0,42,100,NA,1107,0,3,4.666666667,4,0,0,2,2,2,5.4375,0,1,NA,2,182,42,0,0,3.2,1,NA,0.125,0,0,0,0,0.090581847,NA,20625,100,3479.818182,NA,2420,Inf,28,1,0.309917355
2,1,12863,2,1,11,7,1107,1.5410968,38728.22,0,0,4,0,0.010896447,203653.0484,NA,225,7,0,1,0.285714286,864.9,0,NA,900,315,NA,-1,NA,0,0,NA,0,0,2,150,2800,2800,0.928571429,25,25,0,0,NA,1107,NA,NA,5.5,4,0,0,2,0.333333333,2,3.555555556,2,1,NA,1,0,0,0,0,0,1,25,0,NA,0,0,0,0.160233779,NA,475,100,1504.9,0,0,NA,0,0,0
2,1,12861,2,NA,11,7,1107,1.451265638,7159.61,0,0,4,0,0.000279345,43113.059,1480,0,4,0,NA,0.5,239,274.1666667,NA,0,0,NA,-1,0.5,4,0,6.75,2,25,2,0,0,274.1666667,NA,0,0,0,NA,NA,1107,2,2,NA,4,0,0,2,6,NA,NA,NA,1,NA,2,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.113238436,450,50,0,1719,NA,2030,Inf,25,1,0.727272727
2,1,12865,2,NA,11,7,1107,1.325923124,8299.84,0,0,3,0,0.017705161,180842.2029,NA,0,5,0,NA,0.4,470,0,NA,0,0,NA,0,NA,0,0,NA,0,0,10,108,1820,1820,0.615384615,0,0,0,NA,NA,1107,NA,NA,1,4,0,0,2,0.666666667,1.5,6.666666667,NA,1,1,1.333333333,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.051232573,NA,1485,80,550,0,0,NA,0,0,0
2,1,12890,2,NA,11,7,1107,1.419828037,31575.7,0,0,2,800,0.006524004,89909.1384,3850,0,6,0,2,0.333333333,735.5,591.6666667,NA,0,0,NA,0,0.75,6,1.5,18.33333333,60,50,5,75,0,591.6666667,NA,0,0,0,NA,NA,1107,4.5,1.5,2,4,0,0,2,1,2,3,24,1,NA,1,0,0,0,0,2.25,1,NA,0,NA,0,0,0,0.07090295,300,300,0,4585.5,NA,4900,Inf,100,0.5,0.555555556
2,1,14696,2,NA,11,7,1107,1.116676986,20165.52,0,0,2,1002,0.009089773,16874.2012,3300,0,7,0,2,0.285714286,160,735,NA,0,0,NA,0,0.421875,4,4,20.25,45,36,0,0,0,735,NA,0,0,0,NA,NA,1107,1.6875,2.3125,3,2,0,NA,2,NA,2,5.75,8.5,0,NA,NA,0,0,0,0,3.333333333,1,NA,0,NA,0,0,0,0.052142753,266.6666667,15150,40,3500,NA,1580,Inf,80,0.4375,0.714285714
2,1,3594,1,1,11,7,1107,1.395072521,9257.54,0,0,4,0,0.01017657,94411.2663,NA,519,5,0,0,0.4,668.75,0,NA,0,0,NA,1,NA,0,0,NA,0,0,6,0,0,0,NA,0,0,0,NA,NA,1107,NA,NA,2.5,4,0,0,2,NA,1,4,12.5,1,0,NA,0,0,0,0,0,1,NA,0,NA,2,0,0,0.104879807,NA,5690,100,1287.75,0,0,NA,0,0,0
2,1,50032,2,NA,11,7,1107,1.370825045,16109.45,0,0,2,0,0.037431446,161176.1778,NA,0,5,0,2,0.4,486.5,0,NA,0,0,NA,1,NA,0,0,NA,0,0,0,0,400,400,0,0,0,0,NA,NA,1107,NA,NA,6,4,400,0,2,NA,1,5,12.33333333,0.5,0,NA,0,0,0,0,0,1,NA,0,NA,0,0,0,0.272615568,NA,0,100,586.5,0,0,NA,0,0,0
2,1,12855,1.5,NA,11,7,1107,1.329051388,35750.74,4,0,4,0,0.000184612,72658.187,1700,0,8,0,2,0.25,709.5,691.6666667,NA,0,0,NA,-1,0.2,2,0,25,10,34,8,0,2950,3641.666667,1,78,0,78,100,NA,1107,0.4,1.6,2,4,691,0,2,1.75,1.333333333,5.5,24,1,0.5,1,338,78,0,78,3.333333333,1,NA,1,0.571428571,0,0,0,0.073014531,1000,2260,100,2509.5,600,1070,Inf,50,0.68,0
2,1,12755,1,NA,11,7,1107,1.352253974,43725.85,0,40,4,0,0.017198065,281194.1472,NA,0,6,0,NA,0.333333333,1175,0,NA,0,0,NA,1,NA,0,0,NA,0,0,7,100,1500,1500,0.8,0,0,0,NA,NA,1107,NA,NA,4.333333333,4,300,0,1.666666667,3,2,NA,NA,1,NA,2.25,0,0,0,0,0,NA,NA,0.333333333,0.5,0,0,0,0.075580435,NA,1575,43.33333333,1218.333333,0,0,NA,0,0,0
2,2,3592,2,NA,11,7,1107,1.496831744,15942.35,0,0,3,0,0,83252.273,NA,8,5,0,1,0.4,622.9090909,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,2,0,0,0,NA,0,0,0,NA,NA,1107,NA,NA,NA,4,0,NA,2,0,2,4.5,18,0,NA,1,0,0,0,0,0,1,NA,0,NA,2,0,0,0.129161664,NA,725,40,670.9090909,0,0,NA,0,0,0
2,1,12909,1,NA,11,7,1107,1.503233855,10356.57,0,0,2,0,9.66E-05,77802.8726,NA,0,1,0,NA,8,267.25,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,NA,1107,NA,NA,3,4,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0.054183797,NA,8250,0,267.25,0,0,NA,0,0,0
2,1,12906,1,NA,11,7,1107,1.656218205,13195.54,0,0,2,0,0.045545692,106729.792,NA,0,3,0,1,2.333333333,567.75,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,1680,1680,1,0,0,0,NA,NA,1107,NA,NA,7.5,4,0,0,2,NA,1,8,12,0,0,NA,0,0,0,0,0,1,NA,0,NA,0,0,0,0.583176121,NA,2830,0,567.75,0,0,NA,0,0,0
2,2,12905,1,NA,11,7,1107,2.188603725,12721.66,0,0,2,1500,0.008096428,70850.8174,4850,0,3,0,1,2.666666667,470,-279.1666667,NA,0,0,NA,0,0,1,1,20,0,10,1,50,1700,1420.833333,1,3,3,0,0,NA,1107,0,1,9,4,0,0,2,NA,1,7,18,0.5,1,NA,0,0,0,0,0,1,3,0,NA,0,0,0,0.11425504,NA,6300,40,5360,500,2000,Inf,20,0.5,0.35
2,2,12944,1.5,NA,11,7,1107,1.574040287,37544.77,0,0,3,0,0.019230375,318514.2704,NA,0,5,50,2,0.4,1139.409091,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,7,150,150,150,0,0,0,0,NA,NA,1107,NA,NA,3,4,150,1,2,-1.5,1,6.333333333,18,1,1,1,0,0,0,0,0,1,NA,0,NA,0,0,0,0.059847065,NA,500,100,1239.409091,0,0,NA,0,0,0
2,2,12949,1,NA,11,7,1107,1.567749814,21832.58,0,0,3,0,0.034764558,184556.3308,2040,0,4,100,0,0.5,706,163.3333333,NA,4000,443,NA,-1,0.75,2,0,20,30,7,2,0,1680,1843.333333,1,0,0,0,NA,NA,1107,1.5,0.5,4,4,0,0,2,NA,1,7.5,12,1,1,NA,0,0,0,0,0,1,NA,0.5,0,1,0,0,0.062170774,133.3333333,8275,0,3189,215,1625,Inf,40,0.175,0.261538462
2,2,12948,2,NA,11,7,1107,3.74811251,10368.62,0,0,3,0,0.029569991,122367.3884,800,0,2,0,NA,3.5,801.75,50,NA,0,0,NA,0,0.571428571,0.43,0,32.55813953,8,6,0,0,340,390,0,56,0,56,100,NA,1107,0.245714286,0.184285714,NA,4,340,NA,2,NA,NA,NA,NA,NA,NA,NA,242.6666667,56,0,42,NA,NA,NA,0,NA,0,0,0,0.221065981,175,110,100,1701.75,NA,800,Inf,14,0.428571429,0.25
2,2,12904,1.5,0,11,7,1107,1.411362323,9448.11,0,0,2,1200,0.000211683,100727.1004,3810,0,5,0,2,1.4,675.9090909,245,NA,0,0,NA,-1,0.4,1.5,1.5,25,15,17,2,37,0,245,NA,0,0,0,NA,NA,1107,0.6,0.9,9,3,0,NA,2,2,2,8.75,0,0,NA,1,0,0,0,0,0,1,NA,0,NA,0,0,0,0.205040455,450,2390,200,4685.909091,NA,2610,Inf,37.5,0.453333333,0.268199234
2,1,12902,1,NA,11,7,1107,1.640724029,32890.06,44,0,2,0,0.018333807,161228.8396,NA,0,4,0,NA,2,828.5,NA,NA,1500,1800,NA,-1,NA,0,0,NA,0,0,2,0,0,NA,NA,0,0,0,NA,NA,1107,NA,NA,7.5,4,0,0,2,-0.5,1,10.33333333,NA,1,0,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0.402123348,NA,15750,40,2668.5,0,0,NA,0,0,0
2,1,12908,1,NA,11,7,1107,1.962647329,20576.02,0,0,1,0,0.000145801,207568.297,NA,0,4,0,2,2,1027.833333,0,NA,0,0,NA,1,NA,0,0,NA,0,0,1,100,4000,4000,0.55,4,0,4,100,NA,1107,NA,NA,10,4,0,0,2,NA,1,7,13,1,1,NA,0,0,0,0,0,0,4,0,NA,0,0,0,0.146478763,NA,20550,100,1127.833333,0,0,NA,0,0,0
2,1,12907,2,1,11,7,1107,1.301708219,34458.22,0,0,3,1400,0.005891192,123757.7542,2805,0,8,0,2,1,747.4090909,562.0833333,NA,0,0,NA,-1,0.8,4,4,25.75,63,30,6,0,1600,2162.083333,1,56,56,0,0,NA,1107,3.2,0.8,5,4,0,0,2,1,NA,NA,12,1,NA,1,242.6666667,0,56,0,1.5,0,NA,0,NA,0,14.28571429,Inf,0.148484639,291.6666667,3700,0,3552.409091,150,1980,Inf,100,0.3,0.48
2,2,12950,2,0.5,11,7,1107,1.271219238,20159.73,0,0,4,0,0.037649314,229807.4205,NA,0,9,35,2,0.777777778,564.75,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,4,50,500,500,1,18,0,18,100,NA,1107,NA,NA,3,4,0,0,2,3,2,3.285714286,12,1,NA,1.333333333,78,18,0,0,0,1,NA,0,NA,0,Inf,27.77777778,0.036049915,NA,1000,0,564.75,0,0,NA,0,0,0
2,1,12914,1.25,NA,11,7,1107,1.184963525,7333.73,0,0,2,0,0.000272713,63403.7012,NA,0,8,0,1,0.25,439,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,4,0,1125,1125,0.111111111,52,52,0,0,NA,1107,NA,NA,3.5,4,0,0,2,0.5,1,12.16666667,24,1,0,1.5,225.3333333,0,52,52,0,1,NA,0,NA,0,19.23076923,Inf,0.107793583,NA,23250,0,439,0,0,NA,0,0,0
2,2,12947,NA,1,11,7,1107,1.434808016,8055.05,2,0,3,800,0,39100.552,2180,0,1,0,NA,2,216,625.8333333,NA,0,0,NA,-1,0.416666667,2,2,30,25,28,0,0,0,625.8333333,NA,0,0,0,NA,NA,1107,0.833333333,1.166666667,NA,5,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0.040411778,312,285,40,2436,NA,700,Inf,60,0.466666667,0
2,1,12912,2,1,11,7,1107,1.56985354,7879.86,0,0,3,0,0.000125637,101752.9196,NA,0,3,0,1,0.666666667,410.9,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,960,960,1,0,0,0,NA,NA,1107,NA,NA,6,4,0,0,2,NA,1,9,1,1,0,NA,0,0,0,0,0,1,NA,0.5,0,0,0,0,0.101808815,NA,140,100,510.9,0,0,NA,0,0,0
2,1,12917,2,NA,11,7,1107,1.156945657,16845.49,2,0,2,0,0.004214778,194903.9972,890,0,9,0,1,0.222222222,543.4,192.5,NA,0,0,NA,0,0.12,1,0.5,25,3,20,9,0,150,342.5,1,3,3,0,0,NA,1107,0.12,0.88,3.5,4,0,0,2,-0.333333333,1.5,3.714285714,24,0.666666667,0,1,0,0,0,0,0.666666667,1,3,0,NA,0,0,0,0.041436349,1066.666667,575,0,1433.4,NA,740,Inf,25,0.8,0.405405405
2,1,12941,2,NA,11,7,1107,1.217824128,21482.71,0,0,3,0,9.31E-05,15026.1834,1110,10,3,0,0,0.666666667,176.5,274.1666667,NA,0,0,NA,-1,0.7375,2,0,14,19,5,0,0,0,274.1666667,NA,73,0,73,100,NA,1107,1.475,0.525,4.5,5,0,0,2,NA,1,11,1,1,1,NA,229.6666667,53,0,0,0,1,20,0,NA,0,0,0,0.051387455,269.047619,2350,0,1296.5,NA,1060,Inf,20,0.25,0
2,1,12911,2,NA,11,7,1107,1.843663574,11950.79,0,160,4,0,0.000418382,67654.0431,NA,0,3,0,0,2.333333333,540.25,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,1200,1200,1,3,3,0,0,NA,1107,NA,NA,5,5,0,0,2,NA,1,8,17,1,1,NA,0,0,0,0,0,1,3,0,NA,1,0,0,0.03633929,NA,160,13.33333333,553.5833333,0,0,NA,0,0,0
2,1,12913,1,NA,11,7,1107,1.600332393,8085.14,0,29,2,0,0.010636798,150092.9248,NA,0,8,8,1,0.875,460.5,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,6,0,1200,1200,1,0,0,0,NA,NA,1107,NA,NA,6,4,0,0,2,-1.333333333,1,4,17.5,1,0.5,1,0,0,0,0,0,1,NA,0.2,0,0,0,0,0.051215617,NA,875,42.41666667,502.9166667,0,0,NA,0,0,0
2,1,12910,1,1,11,7,1107,1.493737989,8646.92,0,0,3,0,0.000228983,166337.1126,NA,0,6,0,NA,1.166666667,605.5,0,NA,0,0,NA,-1,NA,0,0,NA,0,0,0,0,1525,1525,1,0,0,0,NA,NA,1107,NA,NA,5.2,4,0,0,2,-1,1,NA,NA,1,0.5,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,1.571904794,NA,13610,400,1005.5,0,0,NA,0,0,0
2,1,12946,2,0,11,7,1107,1.325460217,15520.43,7,16,3,0,0.009160829,77772.9509,1000,0,8,0,1,0.875,607,192.0833333,NA,0,0,NA,-1,0.56,1,0.5,25,14,9,4,0,3500,3692.083333,1,0,0,0,NA,NA,1107,0.56,0.44,NA,4,0,0,2,0,1,6.5,13.33333333,1,0.5,1.5,0,0,0,0,0,1,NA,0,NA,0,0,0,0.074621948,223.2142857,625,1.333333333,1608.333333,200,500,Inf,25,0.36,0.8
2,1,12939,1.5,1,11,7,1107,1.267583475,15782.59,0,0,3,0,6.34E-05,38476.5596,635,0,4,0,NA,1.75,210.85,85.83333333,NA,0,0,NA,-1,0.5,2,0,6,2,10,3,0,0,85.83333333,NA,0,0,0,NA,NA,1107,1,1,NA,4,0,0,2,0,1,NA,NA,1,0,1,0,0,0,0,0,NA,NA,0.25,0,0,0,0,0.03052613,600,1175,0,845.85,NA,520,Inf,10,1,0.731707317
2,1,12926,1.5,1,11,7,1107,1.537738291,44657.15,0,0,4,0,0.009516953,162961.3615,3328,210,9,0,1,0.888888889,1134.242424,127.6666667,NA,0,0,NA,-1,0.148148148,1,0,27,4,19,2,0,0,127.6666667,NA,27,6,21,50,NA,1107,0.148148148,0.851851852,2.666666667,4,0,0,1.75,-1,1.5,4.666666667,4,1,1,1,91,21,0,0,0,1,6,0,NA,2,0,0,0.067178193,1215,1250,0,4672.242424,200,2300,Inf,27,0.703703704,0.347826087
2,1,12935,1.333333333,1,11,7,1107,1.160827292,5710.88,0,0,3,800,0.000350209,77072.6482,3900,0,11,0,2,0.181818182,506,112.5,NA,0,0,NA,-1,0,2,1,15,0,28,6,0,0,112.5,NA,0,0,0,NA,NA,1107,0,2,5.666666667,4,0,0,1.8,0,1,12,0,1,0,1,0,0,0,0,1.166666667,1,NA,0,NA,0,0,0,0.046165671,NA,3200,100,4506,1000,1700,Inf,30,0.933333333,0.294117647
2,1,12932,1,0,11,7,1107,2.372932195,18000.76,8,0,4,0,0,74352.5657,850,0,3,0,NA,0.666666667,654.8333333,46.25,NA,0,0,NA,-1,0.2,0.5,0,20,2,6,0,0,0,46.25,NA,6,3,3,50,NA,1107,0.1,0.4,6,4,0,0,2,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,3,0,NA,0,0,0,0.071421158,500,980,80,1584.833333,NA,600,Inf,10,0.6,0.5
2,1,12920,1,NA,11,7,1107,1.420010578,3311.08,6,0,4,0,0.000604033,66830.669,800,30,5,0,1,0.4,304.5,116.6666667,NA,0,0,NA,-1,0.285714286,1,0.5,14,4,8,3,25,0,116.6666667,NA,56,0,56,100,NA,1107,0.285714286,0.714285714,7.5,4,0,0,2,NA,2,6,5,1,NA,NA,242.6666667,56,0,0,0,1,NA,0,NA,0,0,0,0.184363842,550,600,0,1134.5,NA,600,Inf,14,0.571428571,0.5
2,1,12931,1,0,11,7,1107,1.809538085,21488.6,18,0,4,0,0.01875413,84551.749,1058,0,6,0,NA,0.333333333,628.5909091,586.5,NA,0,0,NA,-1,0,1,0,14,0,14,2,0,0,586.5,NA,28,0,28,100,NA,1107,0,1,7.5,4,0,0,1.666666667,-1,1.5,4.714285714,NA,1,0,1,121.3333333,28,0,0,0,NA,NA,0,NA,0,0,0,0.153576252,NA,0,40,1726.590909,NA,725,Inf,14,1,0.172413793
2,1,12930,2,1,11,7,1107,1.40578241,22859.87,0,0,4,0,0.000306213,263222.9732,1168,0,3,0,NA,0.666666667,771,52.66666667,NA,0,0,NA,-1,0,1,0,10,0,6,0,0,150,202.6666667,0,35,0,35,100,NA,1107,0,1,3,4,0,NA,2,NA,NA,NA,NA,NA,NA,NA,151.6666667,35,0,0,NA,NA,NA,0,NA,0,0,0,0.06440579,NA,630,0,1939,400,268,Inf,10,0.6,0.776119403
2,1,12927,1.5,NA,11,7,1107,1.468508076,4130.78,0,0,2,0,0,134062.0519,NA,50,9,0,0.5,0.222222222,535.25,0,NA,0,0,NA,0,NA,0,0,NA,0,0,7,250,500,500,1,42,42,0,0,NA,1107,NA,NA,NA,4,0,0,2,0.333333333,1.333333333,4.428571429,12,1,0,1,182,0,42,0,0,1,NA,0,NA,1,11.9047619,Inf,0.025536335,NA,450,0,585.25,0,0,NA,0,0,0
2,1,12915,1,NA,11,7,1107,1.313772775,8839.69,1,0,3,0,0,45462.9878,1980,60,4,0,1,0.5,370.7954545,NA,NA,0,0,NA,-1,0,1,0,13,0,10,7,75,0,NA,NA,103,50,53,50,NA,1107,0,1,6,4,0,NA,2,-1,1,13,24,NA,1,1,433.3333333,50,50,50,0,1,3,0,NA,0,0,0,0.073094591,NA,600,0,2410.795455,200,1700,Inf,13,0.769230769,0.235294118
2,1,12901,1.2,NA,11,7,1107,1.147985244,68068.32,15,0,3,0,0,284869.1536,3700,0,11,0,NA,0.181818182,613.4090909,137.5,NA,0,0,NA,-1,0.303030303,1,0,33,10,21,7,233,2300,2437.5,1,35,35,0,0,NA,1107,0.303030303,0.696969697,4.666666667,4,0,0,2,1.666666667,2,3.333333333,NA,0.833333333,NA,1,151.6666667,0,35,0,0,NA,NA,0,NA,0,31.42857143,Inf,0.093389806,330,2200,0,4313.409091,NA,2200,Inf,33,0.636363636,0.363636364
2,1,12934,2,NA,11,7,1107,1.34781966,6257.74,2,0,3,0,0,66007.6826,1180,0,1,0,NA,2,400.5,398.3333333,NA,0,0,NA,0,0,1,0,30,0,20,0,0,0,398.3333333,NA,0,0,0,NA,NA,1107,0,1,NA,4,398,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0.172899006,NA,125,0,1580.5,NA,855,Inf,30,0.666666667,0.643274854
2,1,12943,2,NA,11,7,1107,1.568821931,59601.71,15,0,2,0,0.015191846,173834.8155,1088,0,8,0,0,0.25,1613.409091,230.1666667,NA,2000,2300,NA,-1,0.2,1,0.5,25,5,15,11,300,0,230.1666667,NA,0,0,0,NA,NA,1107,0.2,0.8,NA,4,0,NA,2,1,1,4.666666667,14,NA,0,1,0,0,0,0,0,1,NA,0,NA,3,0,0,0.151495039,900,3100,0,5001.409091,NA,938,Inf,25,0.6,0.586353945
2,1,12925,1.5,1,11,7,1107,1.209014192,31777.45,0,0,3,1000,0,100167.058,3393,0,9,0,NA,0.777777778,645.4090909,623.5,NA,0,0,NA,0,0.692307692,1,0.5,65,45,15,0,0,4025,4648.5,0.751552795,85,60,25,33.33333333,NA,1107,0.692307692,0.307692308,5.5,4,0,0.2,1.75,NA,2,3.777777778,NA,1,NA,1,151.6666667,0,35,0,2.8,NA,25,0.125,1,0,0.714285714,Inf,0.193083284,241.6666667,1850,0,4038.409091,NA,1750,Inf,65,0.230769231,0.285714286
2,1,12877,1,NA,11,7,1107,1.525518173,18196.12,0,0,3,0,0.00016487,163521.7113,NA,0,4,0,2,0.5,668.5,0,NA,0,0,NA,0,NA,0,0,NA,0,0,2,0,0,0,NA,0,0,0,NA,NA,1107,NA,NA,4,4,0,NA,2,-1,1,11.5,18,NA,1,1,0,0,0,0,0,1,NA,0,NA,0,0,0,0.087820264,NA,4325,40,708.5,0,0,NA,0,0,0
2,1,12892,1,NA,11,7,1107,1.720454762,11957.74,0,0,2,0,0.000250884,71744.1628,2275,0,4,0,NA,0.5,541,435.4166667,NA,0,0,NA,-1,0.2,3,0,25,15,60,4,0,0,435.4166667,NA,0,0,0,NA,NA,1107,0.6,2.4,3,4,0,NA,2,0.5,2,5.285714286,NA,NA,NA,1,0,0,0,0,0,NA,NA,0.25,0,0,0,0,0.125741211,500,2250,80,2896,NA,2200,Inf,75,0.8,0.454545455
2,1,12889,1,NA,11,7,1107,1.421483739,8855.64,0,0,3,0,0.000338767,46894.7288,NA,0,3,0,2,0.666666667,346,0,NA,0,0,NA,1,NA,0,0,NA,0,0,0,0,1200,1200,1,10,10,0,0,NA,1107,NA,NA,4,4,0,0,NA,NA,2,7,12,0.5,NA,NA,0,0,0,0,0,1,10,0,NA,0,0,0,0.11301065,NA,5995,40,386,0,0,NA,0,0,0
2,1,12898,2,1,11,7,1107,1.156556413,10849.56,0,0,2,0,9.22E-05,72812.25,2160,0,6,0,2,1.166666667,464.875,570,NA,0,0,NA,0,0.444444444,3,0,30,40,50,0,0,0,570,NA,0,0,0,NA,NA,1107,1.333333333,1.666666667,3,4,0,0,2,0.5,NA,NA,18,0.5,NA,1,0,0,0,0,0,0,NA,0.25,0,0,0,0,0.125478771,225,30360,100,2724.875,NA,2160,Inf,90,0.555555556,0.694444444
2,1,12899,2,0.5,11,7,1107,1.431938627,11402.36,0,0,4,600,0.052796088,71707.087,2301,150,5,0,0,0.4,538.125,433.3333333,NA,0,0,NA,0,0.733333333,1,1,75,55,20,3,300,0,433.3333333,NA,0,0,0,NA,NA,1107,0.733333333,0.266666667,NA,4,0,NA,2,0.5,2,8.333333333,0,0,NA,1,0,0,0,0,0,1,NA,0,NA,1,0,0,0.052768284,136.3636364,1150,100,3089.125,NA,1400,Inf,75,0.266666667,0.357142857
