Departamento,Municipio,Código_lugar,Año,Tamaño_muestra,Desntr_crón_inft
PETEN,FLORES,1701,2008,1280,23.6
PETEN,LA LIBERTAD,1705,2008,4419,32.6
PETEN,LAS CRUCES,1713,2008,,
PETEN,MELCHOR DE MENCOS,1711,2008,1029,23.4
PETEN,POPTÚN,1712,2008,2125,36.4
PETEN,SAN ANDRÉS,1704,2008,1538,34.1
PETEN,SAN BENITO,1703,2008,1380,21.2
PETEN,SAN FRANCISCO,1706,2008,612,27.1
PETEN,SAN JOSÉ,1702,2008,261,36.8
PETEN,SAN LUIS,1709,2008,3229,46.4
PETEN,SANTA ANA,1707,2008,835,29.5
PETEN,SAYAXCHÉ,1710,2008,3477,37.6
QUETZALTENANGO,ALMOLONGA,0913,2008,362,57.5
QUETZALTENANGO,CABRICÁN,0906,2008,917,69.8
QUETZALTENANGO,CAJOLÁ,0907,2008,577,67.8
QUETZALTENANGO,CANTEL,0914,2008,1122,47.9
QUETZALTENANGO,COATEPEQUE,0920,2008,4183,31.2
QUETZALTENANGO,COLOMBA,0917,2008,1677,42.3
QUETZALTENANGO,CONCEPCIÓN CHIQUIRICHAPA,0911,2008,524,62.6
QUETZALTENANGO,EL PALMAR,0919,2008,1064,42.6
QUETZALTENANGO,FLORES COSTA CUCA,0922,2008,807,32.5
QUETZALTENANGO,GÉNOVA,0921,2008,1841,45
QUETZALTENANGO,HUITÁN,0915,2008,533,73.9
QUETZALTENANGO,LA ESPERANZA,0923,2008,476,31.7
QUETZALTENANGO,OLINTEPEQUE,0903,2008,899,49.2
QUETZALTENANGO,PALESTINA DE LOS ALTOS,0924,2008,761,61.5
QUETZALTENANGO,QUETZALTENANGO,0901,2008,3505,36.4
QUETZALTENANGO,SALCAJÁ,0902,2008,496,29.4
QUETZALTENANGO,SAN CARLOS SIJA,0904,2008,1207,41.7
QUETZALTENANGO,SAN FRANCISCO LA UNIÓN,0918,2008,304,53.3
QUETZALTENANGO,SAN JUAN OSTUNCALCO,0909,2008,2013,60.2
QUETZALTENANGO,SAN MARTÍN SACATEPÉQUEZ,0912,2008,1174,64.6
QUETZALTENANGO,SAN MATEO,0910,2008,178,41
QUETZALTENANGO,SAN MIGUEL SIGÜILA,0908,2008,364,63.7
QUETZALTENANGO,SIBILIA,0905,2008,353,45.6
QUETZALTENANGO,ZUNIL,0916,2008,457,50.6
QUICHE,CANILLÁ,1418,2008,558,39.6
QUICHE,CHAJUL,1405,2008,1602,76.7
QUICHE,CHICAMÁN,1419,2008,1544,66.9
QUICHE,CHICHÉ,1402,2008,1013,66.6
QUICHE,CHICHICASTENANGO,1406,2008,5133,72.4
QUICHE,CHINIQUE,1403,2008,521,56.8
QUICHE,CUNÉN,1410,2008,1905,72.1
QUICHE,JOYABAJ,1412,2008,2956,55.7
QUICHE,NEBAJ,1413,2008,3229,78.3
QUICHE,PACHALUM,1421,2008,381,26.5
QUICHE,PATZITÉ,1407,2008,265,74.7
QUICHE,PLAYA GRANDE-IXCÁN,1420,2008,4079,48.2
QUICHE,SACAPULAS,1416,2008,1902,64.7
QUICHE,SAN ANDRÉS SAJCABAJA,1414,2008,1135,50.3
QUICHE,SAN ANTONIO ILOTENANGO,1408,2008,970,63
QUICHE,SAN BARTOLOMÉ JOCOTENANGO,1417,2008,805,67
QUICHE,SAN JUAN COTZAL,1411,2008,1230,74.5
QUICHE,SAN PEDRO JOCOPILAS,1409,2008,1115,63.6
QUICHE,SANTA CRUZ DEL QUICHÉ,1401,2008,2931,59.9
QUICHE,USPANTÁN,1415,2008,2270,65.4
QUICHE,ZACUALPA,1404,2008,1459,57.4
RETALHULEU,CHAMPERICO,1107,2008,1082,28.6
RETALHULEU,EL ASINTAL,1109,2008,1372,42.3
RETALHULEU,NUEVO SAN CARLOS,1108,2008,1296,40.2
RETALHULEU,RETALHULEU,1101,2008,2563,28.1
RETALHULEU,SAN ANDRÉS VILLA SECA,1106,2008,1583,41.8
RETALHULEU,SAN FELIPE RETALHULEU,1105,2008,636,40.6
RETALHULEU,SAN MARTÍN ZAPOTITLÁN,1104,2008,348,35.1
RETALHULEU,SAN SEBASTIÁN,1102,2008,870,33.6
RETALHULEU,SANTA CRUZ MULUÁ,1103,2008,428,41.6
SACATEPEQUEZ,ALOTENANGO,0314,2008,543,39.6
SACATEPEQUEZ,ANTIGUA GUATEMALA,0301,2008,1130,28.6
SACATEPEQUEZ,CIUDAD VIEJA,0312,2008,650,27.9
SACATEPEQUEZ,JOCOTENANGO,0302,2008,239,20.1
SACATEPEQUEZ,MAGDALENA MILPAS ALTAS,0310,2008,281,44.8
SACATEPEQUEZ,PASTORES,0303,2008,352,39.5
SACATEPEQUEZ,SAN ANTONIO AGUAS CALIENTES,0315,2008,153,22.2
SACATEPEQUEZ,SAN BARTOLOMÉ MILPAS ALTAS,0307,2008,146,19.2
SACATEPEQUEZ,SAN LUCAS SACATEPÉQUEZ,0308,2008,460,34.8
SACATEPEQUEZ,SAN MIGUEL DUEÑAS,0313,2008,238,31.5
SACATEPEQUEZ,SANTA CATARINA BARAHONA,0316,2008,72,20.8
SACATEPEQUEZ,SANTA LUCÍA MILPAS ALTAS,0309,2008,321,34
SACATEPEQUEZ,SANTA MARÍA DE JESÚS,0311,2008,501,56.7
SACATEPEQUEZ,SANTIAGO SACATEPÞQUEZ,0306,2008,869,49
SACATEPEQUEZ,SANTO DOMINGO XENACOJ,0305,2008,336,41.1
SACATEPEQUEZ,SUMPANGO,0304,2008,812,47.9
SAN MARCOS,AYUTLA,1217,2008,1129,27.5
SAN MARCOS,CATARINA,1216,2008,1040,38.2
SAN MARCOS,COMITANCILLO,1204,2008,2463,77.7
SAN MARCOS,CONCEPCIÓN TUTUAPA,1206,2008,2724,80.9
SAN MARCOS,EL QUETZAL,1220,2008,888,49.9
SAN MARCOS,EL RODEO,1214,2008,692,42.9
SAN MARCOS,EL TUMBADOR,1213,2008,1439,49.1
SAN MARCOS,ESQUIPULAS PALO GORDO,1227,2008,413,46.7
SAN MARCOS,IXCHIGUÁN,1223,2008,1137,66.2
SAN MARCOS,LA BLANCA,1230,2008,,
SAN MARCOS,LA REFORMA,1221,2008,737,54.1
SAN MARCOS,MALACATÁN,1215,2008,3760,51
SAN MARCOS,NUEVO PROGRESO,1212,2008,1283,51
SAN MARCOS,OCÓS,1218,2008,1303,27
SAN MARCOS,PAJAPITA,1222,2008,670,38.1
SAN MARCOS,RÍO BLANCO,1228,2008,203,43.4
SAN MARCOS,SAN ANTONIO SACATEPÉQUEZ,1203,2008,739,55.6
SAN MARCOS,SAN CRISTOBAL CUCHO,1225,2008,678,46.2
SAN MARCOS,SAN JOSÉ OJETENAM,1224,2008,818,60.9
SAN MARCOS,SAN LORENZO,1229,2008,482,52.1
SAN MARCOS,SAN MARCOS,1201,2008,1244,33.7
SAN MARCOS,SAN MIGUEL IXTAHUACAN,1205,2008,1934,61.5
SAN MARCOS,SAN PABLO,1219,2008,1871,50
SAN MARCOS,SAN PEDRO SACATEPÉQUEZ,1202,2008,2102,46.3
SAN MARCOS,SAN RAFAEL PIE DE LA CUESTA,1211,2008,511,38.4
SAN MARCOS,SIBINAL,1208,2008,783,69.2
SAN MARCOS,SIPACAPA,1226,2008,779,61.6
SAN MARCOS,TACANÁ,1207,2008,3342,63.2
SAN MARCOS,TAJUMULCO,1209,2008,2470,69.7
SAN MARCOS,TEJUTLA,1210,2008,1362,52.6
SANTA ROSA,BARBERENA,0602,2008,1374,29.9
SANTA ROSA,CASILLAS,0604,2008,966,22.5
SANTA ROSA,CHIQUIMULILLA,0608,2008,1932,22.1
SANTA ROSA,CUILAPA,0601,2008,1276,36.1
SANTA ROSA,GUAZACAPÁN,0611,2008,510,31
SANTA ROSA,NUEVA SANTA ROSA,0614,2008,1271,30
SANTA ROSA,ORATORIO,0606,2008,853,25.2
SANTA ROSA,PUEBLO NUEVO VIÑAS,0613,2008,860,30.5
SANTA ROSA,SAN JUAN TECUACO,0607,2008,363,39.4
SANTA ROSA,SAN RAFAEL LAS FLORES,0605,2008,416,29.6
SANTA ROSA,SANTA CRUZ NARANJO,0612,2008,385,26
SANTA ROSA,SANTA MARÍA IXHUATÁN,0610,2008,943,37.7
SANTA ROSA,SANTA ROSA DE LIMA,0603,2008,689,25.5
SANTA ROSA,TAXISCO,0609,2008,1018,20.8
SOLOLA,CONCEPCIÓN,0708,2008,196,73
SOLOLA,NAHUALÁ,0705,2008,3041,74.5
SOLOLA,PANAJACHEL,0710,2008,314,30.3
SOLOLA,SAN ANDRÉS SEMETABAJ,0709,2008,421,59.1
SOLOLA,SAN ANTONIO PALAPÓ,0712,2008,473,59.6
SOLOLA,SAN JOSÉ CHACAYÁ,0702,2008,147,63.3
SOLOLA,SAN JUAN LA LAGUNA,0717,2008,295,64.8
SOLOLA,SAN LUCAS TOLIMÁN,0713,2008,726,54.3
SOLOLA,SAN MARCOS LA LAGUNA,0716,2008,96,59.4
SOLOLA,SAN PABLO LA LAGUNA,0715,2008,230,67.8
SOLOLA,SAN PEDRO LA LAGUNA,0718,2008,182,29.7
SOLOLA,SANTA CATARINA IXTAHUACÁN,0706,2008,1801,75.5
SOLOLA,SANTA CATARINA PALAPÓ,0711,2008,144,52.8
SOLOLA,SANTA CLARA LA LAGUNA,0707,2008,338,59.5
SOLOLA,SANTA CRUZ LA LAGUNA,0714,2008,200,72
SOLOLA,SANTA LUCÍA UTATLÁN,0704,2008,727,56
SOLOLA,SANTA MARÍA VISITACIÓN,0703,2008,64,31.3
SOLOLA,SANTIAGO ATITLÁN,0719,2008,983,49.5
SOLOLA,SOLOLÁ,0701,2008,3338,68.2
SUCHITEPEQUEZ,CHICACAO,1013,2008,2058,46.8
SUCHITEPEQUEZ,CUYOTENANGO,1002,2008,1886,35.2
SUCHITEPEQUEZ,MAZATENANGO,1001,2008,2346,33.6
SUCHITEPEQUEZ,PATULUL,1014,2008,970,40.9
SUCHITEPEQUEZ,PUEBLO NUEVO,1019,2008,333,33.9
SUCHITEPEQUEZ,RÍO BRAVO,1020,2008,836,41.6
SUCHITEPEQUEZ,SAMAYAC,1008,2008,657,36.2
SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPÉQUEZ,1010,2008,1730,52.8
SUCHITEPEQUEZ,SAN BERNANDINO,1004,2008,435,49.2
SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLÁN,1003,2008,605,44.1
SUCHITEPEQUEZ,SAN GABRIEL,1012,2008,155,37.4
SUCHITEPEQUEZ,SAN JOSÉ EL IDOLO,1005,2008,437,39.1
SUCHITEPEQUEZ,SAN JOSÉ LA MÁQUINA,1021,2008,,
SUCHITEPEQUEZ,SAN JUAN BAUTISTA,1016,2008,206,31.1
SUCHITEPEQUEZ,SAN LORENZO,1007,2008,505,42
SUCHITEPEQUEZ,SAN MIGUEL PANAN,1011,2008,347,54.8
SUCHITEPEQUEZ,SAN PABLO JOCOPILA,1009,2008,800,48.6
SUCHITEPEQUEZ,SANTA BARBARA,1015,2008,774,48.2
SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPÉQUEZ,1006,2008,1851,36.5
SUCHITEPEQUEZ,SANTO TOMAS LA UNIÓN,1017,2008,305,43
SUCHITEPEQUEZ,ZUNILITO,1018,2008,253,34.4
TOTONICAPAN,MOMOSTENANGO,0805,2008,4531,74.1
TOTONICAPAN,SAN ANDRÉS XECUL,0804,2008,1086,68.9
TOTONICAPAN,SAN BARTOLO,0808,2008,524,66.6
TOTONICAPAN,SAN CRISTÓBAL TOTONICAPÁN,0802,2008,1311,62.5
TOTONICAPAN,SAN FRANCISCO EL ALTO,0803,2008,2229,66.9
TOTONICAPAN,SANTA LUCIA LA REFORMA,0807,2008,723,67.8
TOTONICAPAN,SANTA MARÍA CHIQUIMULA,0806,2008,1801,75.5
TOTONICAPAN,TOTONICAPÁN,0801,2008,3385,65.2
ZACAPA,CABAÑAS,1907,2008,481,25.6
ZACAPA,ESTANZUELA,1902,2008,259,13.1
ZACAPA,GUALÁN,1904,2008,1333,25.7
ZACAPA,HUITÉ,1910,2008,395,42
ZACAPA,LA UNIÓN,1909,2008,1043,59.5
ZACAPA,RIO HONDO,1903,2008,579,15.4
ZACAPA,SAN DIEGO,1908,2008,269,34.6
ZACAPA,SAN JORGE,1911,2008,,
ZACAPA,TECULUTÁN,1905,2008,614,22.6
ZACAPA,USUMATLÁN,1906,2008,391,18.7
ZACAPA,ZACAPA,1901,2008,1897,29.2
ALTA VERAPAZ,CAHABÓN,1612,2015,2419,44.9
ALTA VERAPAZ,CHAHAL,1614,2015,1070,43.6
ALTA VERAPAZ,CHISEC,1613,2015,3457,37.3
ALTA VERAPAZ,COBÁN,1601,2015,6323,35.7
ALTA VERAPAZ,FRAY BARTOLOMÉ DE LAS CASAS,1615,2015,2616,38
ALTA VERAPAZ,LANQUÍN,1611,2015,860,52.3
ALTA VERAPAZ,PANZÓS,1607,2015,2611,43.6
ALTA VERAPAZ,RAXRUHÁ,1617,2015,1241,39.4
ALTA VERAPAZ,SAN CRISTÓBAL VERAPAZ,1603,2015,2422,60.7
ALTA VERAPAZ,SAN JUAN CHAMELCO,1610,2015,1753,51.9
ALTA VERAPAZ,SAN PEDRO CARCHÁ,1609,2015,7586,39.9
ALTA VERAPAZ,SANTA CATALINA LA TINTA,1616,2015,1374,41.1
ALTA VERAPAZ,SANTA CRUZ VERAPAZ,1602,2015,1069,46.5
ALTA VERAPAZ,SENAHÚ,1608,2015,3050,52.1
ALTA VERAPAZ,TACTIC,1604,2015,1098,54.7
ALTA VERAPAZ,TAMAHÚ,1605,2015,835,57.5
ALTA VERAPAZ,TUCURÚ,1606,2015,1427,46.3
BAJA VERAPAZ,CUBULCO,1504,2015,1548,40.6
BAJA VERAPAZ,EL CHOL,1506,2015,245,14.7
BAJA VERAPAZ,GRANADOS,1505,2015,355,16.3
BAJA VERAPAZ,PURULHÁ,1508,2015,1997,55.3
BAJA VERAPAZ,RABINAL,1503,2015,1113,31.5
BAJA VERAPAZ,SALAMÁ,1501,2015,1642,31.9
BAJA VERAPAZ,SAN JERÓNIMO,1507,2015,704,26.1
BAJA VERAPAZ,SAN MIGUEL CHICAJ,1502,2015,849,30
CHIMALTENANGO,ACATENANGO,0411,2015,609,44.2
CHIMALTENANGO,CHIMALTENANGO,0401,2015,2259,28.3
CHIMALTENANGO,COMALAPA,0404,2015,1096,49.3
CHIMALTENANGO,EL TEJAR,0416,2015,458,24
CHIMALTENANGO,PARRAMOS,0414,2015,267,24.3
CHIMALTENANGO,PATZICÍA,0409,2015,657,39
CHIMALTENANGO,PATZÚN,0407,2015,1305,55.9
CHIMALTENANGO,POCHUTA,0408,2015,196,31.1
CHIMALTENANGO,SAN ANDRÉS IZTAPA,0413,2015,625,32.5
CHIMALTENANGO,SAN JOSÉ POAQUIL,0402,2015,731,47.6
CHIMALTENANGO,SAN MARTÍN JILOTEPEQUE,0403,2015,2189,34.9
CHIMALTENANGO,SANTA APOLONIA,0405,2015,518,68.7
CHIMALTENANGO,SANTA CRUZ BALANYÁ,0410,2015,182,51.7
CHIMALTENANGO,TECPÁN GUATEMALA,0406,2015,2557,61
CHIMALTENANGO,YEPOCAPA,0412,2015,1037,32.3
CHIMALTENANGO,ZARAGOZA,0415,2015,510,32.2
CHIQUIMULA,CAMOTÁN,2005,2015,2065,55.2
CHIQUIMULA,CHIQUIMULA,2001,2015,3087,42.9
CHIQUIMULA,CONCEPCIÓN LAS MINAS,2008,2015,321,12.8
CHIQUIMULA,ESQUIPULAS,2007,2015,1343,27.4
CHIQUIMULA,IPALA,2011,2015,466,12
CHIQUIMULA,JOCOTÁN,2004,2015,2704,67
CHIQUIMULA,OLOPA,2006,2015,918,65.7
CHIQUIMULA,QUETZALTEPEQUE,2009,2015,623,20.1
CHIQUIMULA,SAN JACINTO,2010,2015,376,30.6
CHIQUIMULA,SAN JOSÉ LA ARADA,2002,2015,208,26
CHIQUIMULA,SAN JUAN ERMITA,2003,2015,452,47.6
EL PROGRESO,EL JÍCARO,0205,2015,305,10.5
EL PROGRESO,GUASTATOYA,0201,2015,415,8.2
EL PROGRESO,MORAZÁN,0202,2015,284,14.1
EL PROGRESO,SAN AGUSTÍN ACASAGUASTLÁN,0203,2015,1386,30.1
EL PROGRESO,SAN ANTONIO LA PAZ,0208,2015,499,20.4
EL PROGRESO,SAN CRISTÓBAL ACASGUASTLAN,0204,2015,184,11.4
EL PROGRESO,SANARATE,0207,2015,777,13
EL PROGRESO,SANSARE,0206,2015,307,14.7
ESCUINTLA,ESCUINTLA,0501,2015,3076,19
ESCUINTLA,GUANAGAZAPA,0508,2015,507,20.3
ESCUINTLA,IZTAPA,0510,2015,331,11.2
ESCUINTLA,LA DEMOCRACIA,0503,2015,531,17.9
ESCUINTLA,LA GOMERA,0507,2015,1434,14.3
ESCUINTLA,MASAGUA,0505,2015,1244,18.6
ESCUINTLA,NUEVA CONCEPCIÓN,0513,2015,1641,16.8
ESCUINTLA,PALÍN,0511,2015,1249,18.3
ESCUINTLA,SAN JOSÉ,0509,2015,1449,15.6
ESCUINTLA,SAN VICENTE PACAYA,0512,2015,422,21.8
ESCUINTLA,SANTA LUCIA COTZULMALGUAPA,0502,2015,2524,24.1
ESCUINTLA,SIPACATE,0514,2015,,
ESCUINTLA,SIQUINALÁ,0504,2015,611,24.6
ESCUINTLA,TIQUISATE,0506,2015,1388,15
GUATEMALA,AMATITLÁN,0135,2015,2558,15.3
GUATEMALA,CHINAUTLA,0127,2015,2186,17.9
GUATEMALA,CHUARRANCHO,0133,2015,285,24.2
GUATEMALA,FRAIJANES,0134,2015,974,18.3
GUATEMALA,GUATEMALA,0101,2015,12867,13.8
GUATEMALA,MIXCO,0129,2015,5627,15.6
GUATEMALA,PALENCIA,0126,2015,1639,22.8
GUATEMALA,PETAPA,0138,2015,1628,11.1
GUATEMALA,SAN JOSÉ DEL GOLFO,0125,2015,153,6.5
GUATEMALA,SAN JOSÉ PINULA,0124,2015,1638,17.3
GUATEMALA,SAN JUAN SACATEPÉQUEZ,0131,2015,5605,41.4
GUATEMALA,SAN PEDRO AYAMPUC,0128,2015,1234,20.8
GUATEMALA,SAN PEDRO SACATEPÉQUEZ,0130,2015,1003,30.3
GUATEMALA,SAN RAYMUNDO,0132,2015,721,25.2
GUATEMALA,SANTA CATARINA PINULA,0123,2015,1358,14.6
GUATEMALA,VILLA CANALES,0137,2015,2832,17.7
GUATEMALA,VILLA NUEVA,0136,2015,6215,15
HUEHUETENANGO,AGUACATÁN,1327,2015,1289,48
HUEHUETENANGO,BARILLAS,1326,2015,3407,64.5
HUEHUETENANGO,CHIANTLA,1302,2015,2749,47.9
HUEHUETENANGO,COLOTENANGO,1319,2015,1303,72.2
HUEHUETENANGO,CONCEPCIÓN HUISTA,1322,2015,886,59.4
HUEHUETENANGO,CUILCO,1304,2015,2078,44.2
HUEHUETENANGO,HUEHUETENANGO,1301,2015,2513,20.1
HUEHUETENANGO,JACALTENANGO,1307,2015,1136,47.4
HUEHUETENANGO,LA DEMOCRACIA,1312,2015,1924,36.4
HUEHUETENANGO,LA LIBERTAD,1311,2015,1422,48.7
HUEHUETENANGO,MALACATANCITO,1303,2015,548,34.5
HUEHUETENANGO,NENTÓN,1305,2015,1381,59.7
HUEHUETENANGO,PETATÁN,1333,2015,,
HUEHUETENANGO,SAN ANTONIO HUISTA,1324,2015,491,40.5
HUEHUETENANGO,SAN GASPAR IXCHIL,1329,2015,329,65.4
HUEHUETENANGO,SAN IDELFONSO IXTAHUACÁN,1309,2015,1376,59
HUEHUETENANGO,SAN JUAN ATITÁN,1316,2015,562,76.9
HUEHUETENANGO,SAN JUAN IXCOY,1323,2015,967,63.3
HUEHUETENANGO,SAN MATEO IXTATÁN,1318,2015,1545,78.5
HUEHUETENANGO,SAN MIGUEL ACATÁN,1313,2015,1123,76.2
HUEHUETENANGO,SAN PEDRO NECTA,1306,2015,1172,55.3
HUEHUETENANGO,SAN RAFAEL INDEPENDENCIA,1314,2015,526,74
HUEHUETENANGO,SAN RAFAEL PÉTZAL,1328,2015,366,48.1
HUEHUETENANGO,SAN SEBASTIÁN COATÁN,1325,2015,661,64
HUEHUETENANGO,SAN SEBASTIÁN HUEHUETENANGO,1320,2015,1115,66.2
HUEHUETENANGO,SANTA ANA HUISTA,1331,2015,209,17.7
HUEHUETENANGO,SANTA BÁRBARA,1310,2015,1172,67.8
HUEHUETENANGO,SANTA EULALIA,1317,2015,1350,71.5
HUEHUETENANGO,SANTIAGO CHIMALTENANGO,1330,2015,320,63.1
HUEHUETENANGO,SOLOMA,1308,2015,1755,48
HUEHUETENANGO,TECTITÁN,1321,2015,421,50.1
HUEHUETENANGO,TODOS SANTOS CUCHUMATÁN,1315,2015,938,57.3
HUEHUETENANGO,UNIÓN CANTINIL,1332,2015,504,38.9
IZABAL,EL ESTOR,1803,2015,2737,41.3
IZABAL,LIVINGSTÓN,1802,2015,2187,37.1
IZABAL,LOS AMATES,1805,2015,1547,31.6
IZABAL,MORALES,1804,2015,2360,19.4
IZABAL,PUERTO BARRIOS,1801,2015,2201,13.1
JALAPA,JALAPA,2101,2015,5408,46.3
JALAPA,MATAQUESCUINTLA,2107,2015,1206,30.2
JALAPA,MONJAS,2106,2015,576,15.8
JALAPA,SAN CARLOS ALZATATE,2105,2015,608,42.9
JALAPA,SAN LUIS JILOTEPEQUE,2103,2015,444,25.9
JALAPA,SAN MANUEL CHAPARRÓN,2104,2015,138,14.5
JALAPA,SAN PEDRO PINULA,2102,2015,2085,54
JUTIAPA,AGUA BLANCA,2204,2015,345,7.5
JUTIAPA,ASUNCIÓN MITA,2205,2015,852,8.5
JUTIAPA,ATESCATEMPA,2207,2015,371,11.1
JUTIAPA,COMAPA,2211,2015,842,42.8
JUTIAPA,CONGUACO,2213,2015,784,36.7
JUTIAPA,EL ADELANTO,2209,2015,164,28.7
JUTIAPA,EL PROGRESO,2202,2015,363,9.6
JUTIAPA,JALPATAGUA,2212,2015,588,14.3
JUTIAPA,JEREZ,2208,2015,148,9.5
JUTIAPA,JUTIAPA,2201,2015,3942,25.5
JUTIAPA,MOYUTA,2214,2015,1079,21.4
JUTIAPA,PASACO,2215,2015,249,12.5
JUTIAPA,QUESADA,2217,2015,512,10.9
JUTIAPA,SAN JOSÉ ACATEMPA,2216,2015,285,18.3
JUTIAPA,SANTA CATARINA MITA,2203,2015,633,13.9
JUTIAPA,YUPILTEPEQUE,2206,2015,448,25.5
JUTIAPA,ZAPOTITLÁN,2210,2015,274,15
PETEN,DOLORES,1708,2015,1053,25.2
PETEN,EL CHAL,1714,2015,415,19.5
PETEN,FLORES,1701,2015,893,10.1
PETEN,LA LIBERTAD,1705,2015,2533,25
PETEN,LAS CRUCES,1713,2015,1069,22.1
PETEN,MELCHOR DE MENCOS,1711,2015,715,16.6
PETEN,POPTÚN,1712,2015,1608,25.6
PETEN,SAN ANDRÉS,1704,2015,1070,25.1
PETEN,SAN BENITO,1703,2015,1003,16.4
PETEN,SAN FRANCISCO,1706,2015,415,25.1
PETEN,SAN JOSÉ,1702,2015,252,23.8
PETEN,SAN LUIS,1709,2015,2324,36.1
PETEN,SANTA ANA,1707,2015,624,16
PETEN,SAYAXCHÉ,1710,2015,3196,30.6
QUETZALTENANGO,ALMOLONGA,0913,2015,256,44.9
QUETZALTENANGO,CABRICÁN,0906,2015,750,57.5
QUETZALTENANGO,CAJOLÁ,0907,2015,521,52.6
QUETZALTENANGO,CANTEL,0914,2015,858,31.2
QUETZALTENANGO,COATEPEQUE,0920,2015,3310,25.7
QUETZALTENANGO,COLOMBA,0917,2015,1280,33.7
QUETZALTENANGO,CONCEPCIÓN CHIQUIRICHAPA,0911,2015,394,42.9
QUETZALTENANGO,EL PALMAR,0919,2015,836,33.6
QUETZALTENANGO,FLORES COSTA CUCA,0922,2015,563,25
QUETZALTENANGO,GÉNOVA,0921,2015,1256,35
QUETZALTENANGO,HUITÁN,0915,2015,386,54.2
QUETZALTENANGO,LA ESPERANZA,0923,2015,413,25.7
QUETZALTENANGO,OLINTEPEQUE,0903,2015,622,37
QUETZALTENANGO,PALESTINA DE LOS ALTOS,0924,2015,671,55
QUETZALTENANGO,QUETZALTENANGO,0901,2015,2928,24
QUETZALTENANGO,SALCAJÁ,0902,2015,462,25.8
QUETZALTENANGO,SAN CARLOS SIJA,0904,2015,811,29.8
QUETZALTENANGO,SAN FRANCISCO LA UNIÓN,0918,2015,206,34.5
QUETZALTENANGO,SAN JUAN OSTUNCALCO,0909,2015,1462,50.3
QUETZALTENANGO,SAN MARTÍN SACATEPÉQUEZ,0912,2015,835,53.1
QUETZALTENANGO,SAN MATEO,0910,2015,117,24.8
QUETZALTENANGO,SAN MIGUEL SIGÜILA,0908,2015,300,46
QUETZALTENANGO,SIBILIA,0905,2015,172,28.5
QUETZALTENANGO,ZUNIL,0916,2015,315,25.7
QUICHE,CANILLÁ,1418,2015,424,29.3
QUICHE,CHAJUL,1405,2015,1720,72
QUICHE,CHICAMÁN,1419,2015,1390,57.4
QUICHE,CHICHÉ,1402,2015,943,56.5
QUICHE,CHICHICASTENANGO,1406,2015,4167,62.4
QUICHE,CHINIQUE,1403,2015,405,46.2
QUICHE,CUNÉN,1410,2015,1653,66.3
QUICHE,JOYABAJ,1412,2015,2798,49.4
QUICHE,NEBAJ,1413,2015,2055,61.9
QUICHE,PACHALUM,1421,2015,238,20.6
QUICHE,PATZITÉ,1407,2015,244,69.7
QUICHE,PLAYA GRANDE-IXCÁN,1420,2015,3496,40.3
QUICHE,SACAPULAS,1416,2015,1724,55.9
QUICHE,SAN ANDRÉS SAJCABAJA,1414,2015,876,37.8
QUICHE,SAN ANTONIO ILOTENANGO,1408,2015,956,56.3
QUICHE,SAN BARTOLOMÉ JOCOTENANGO,1417,2015,424,55.9
QUICHE,SAN JUAN COTZAL,1411,2015,1137,69.1
QUICHE,SAN PEDRO JOCOPILAS,1409,2015,1122,61.9
QUICHE,SANTA CRUZ DEL QUICHÉ,1401,2015,2382,52.1
QUICHE,USPANTÁN,1415,2015,2417,55.9
QUICHE,ZACUALPA,1404,2015,1130,47
RETALHULEU,CHAMPERICO,1107,2015,944,23.6
RETALHULEU,EL ASINTAL,1109,2015,1049,31.7
RETALHULEU,NUEVO SAN CARLOS,1108,2015,1070,28.5
RETALHULEU,RETALHULEU,1101,2015,2336,19.1
RETALHULEU,SAN ANDRÉS VILLA SECA,1106,2015,1486,32.9
RETALHULEU,SAN FELIPE RETALHULEU,1105,2015,493,30.8
RETALHULEU,SAN MARTÍN ZAPOTITLÁN,1104,2015,296,23.3
RETALHULEU,SAN SEBASTIÁN,1102,2015,697,27
RETALHULEU,SANTA CRUZ MULUÁ,1103,2015,351,32.2
SACATEPEQUEZ,ALOTENANGO,0314,2015,445,28.3
SACATEPEQUEZ,ANTIGUA GUATEMALA,0301,2015,910,24.4
SACATEPEQUEZ,CIUDAD VIEJA,0312,2015,515,15.9
SACATEPEQUEZ,JOCOTENANGO,0302,2015,190,13.2
SACATEPEQUEZ,MAGDALENA MILPAS ALTAS,0310,2015,248,34.7
SACATEPEQUEZ,PASTORES,0303,2015,292,26.4
SACATEPEQUEZ,SAN ANTONIO AGUAS CALIENTES,0315,2015,174,22.4
SACATEPEQUEZ,SAN BARTOLOMÉ MILPAS ALTAS,0307,2015,154,8.4
SACATEPEQUEZ,SAN LUCAS SACATEPÉQUEZ,0308,2015,419,21.5
SACATEPEQUEZ,SAN MIGUEL DUEÑAS,0313,2015,224,16.1
SACATEPEQUEZ,SANTA CATARINA BARAHONA,0316,2015,73,23.3
SACATEPEQUEZ,SANTA LUCÍA MILPAS ALTAS,0309,2015,265,20.8
SACATEPEQUEZ,SANTA MARÍA DE JESÚS,0311,2015,411,42.8
